campaignDisplayName,campaignDescription,campaignID,campaignStartDate,campaignEndDate,duration,daysLeft,campaignType,campaignStatus,userEmail,resourceID,resourceName,resourceType,assignmentType,entitlementBundleName,entitlementValueName,decision,decidedDate,reviewerType,reviewerGroupName,reviewerEmail,remediationStatus,currentReviewerLevel,level1ReviewerEmail,level1ReviewerDecision,level2ReviewerEmail,level2ReviewerDecision
Quarterly Access Review - 977,,LMwyxBOYQak7SStc,12/24/2023 5:42 pm,01/13/2024 6:17 pm,20,-620.737986,RESOURCE,IN_PROGRESS,kiran.brown367@mailinator.com,XlhO667wFVBeW9WyHWwY,My Super Secure App,API,GROUP,,,APPROVED,01/07/2024 12:44 pm,USER,,kiran.brown@example.com,FAILED,,kiran.brown@example.com,APPROVED,kiran.brown@mailinator.com,APPROVED
Quarterly Access Review - 505,Quarterly Access Review audit.,fiRWxYMDPhclP2N3,07/15/2024 8:12 pm,08/13/2024 8:59 pm,29,-407.625382,RESOURCE,COMPLETED,jordan.smith775@example.com,1T8oN6WdcvjMJArz8bnn,HRPro,Database,USER,,,APPROVED,07/23/2024 2:05 pm,GROUP,AccessReviewers,,SUCCESS,1,jordan.smith@testmail.com,REVOKED,,
SOX Resource Review - 634,,1zK3dr3QNwTrFrZt,11/26/2023 1:59 am,12/03/2023 2:25 am,7,-662.398981,RESOURCE,IN_PROGRESS,taylor.smith943@example.com,wyVEE0QiLjMjungGt8Uq,Finance360,API,GROUP,,,UNREVIEWED,,GROUP,AccessReviewers,,FAILED,,taylor.smith@testmail.com,REVOKED,,
Quarterly Access Review - 18,Quarterly Access Review audit.,YCJ5NYCpxCtTm1WU,04/14/2023 4:58 am,05/01/2023 5:33 am,17,-878.268692,RESOURCE,ACTIVE,taylor.brown671@example.com,5T93ZgCS1bpm0EaUlj1c,HRPro,Application,GROUP,,,UNREVIEWED,,USER,,taylor.brown@mailinator.com,SUCCESS,2,,,,
Quarterly Access Review - 300,,MonHJVafcZKe6eSw,01/09/2024 5:12 am,01/19/2024 6:05 am,10,-615.246331,RESOURCE,IN_PROGRESS,neha.johnson132@mailinator.com,GNXFFXwAXcRnBf96hfsE,Finance360,Database,GROUP,,,REVOKED,01/17/2024 10:15 am,USER,,neha.johnson@example.com,PENDING,,neha.johnson@example.com,REVOKED,,
Customer Portal Access - 565,Customer Portal Access audit.,31Bnn5d3ot6a2Jd8,03/29/2025 7:33 am,04/22/2025 7:48 am,24,-156.174525,RESOURCE,IN_PROGRESS,kiran.martinez429@mailinator.com,ECkQrG8IsvbG7z51jDYc,Data Lake Portal,Server,USER,,,UNREVIEWED,,GROUP,AccessReviewers,,FAILED,,,,kiran.martinez@testmail.com,REVOKED
PCI Resource Review - 729,,96q3UXldH4gOR2Gc,02/20/2023 11:03 am,03/04/2023 11:12 am,12,-936.032847,RESOURCE,COMPLETED,alex.garcia567@mailinator.com,B9XMFBL1KXGOjXfZgsXk,My Super Secure App,Application,GROUP,,,REVOKED,02/23/2023 1:23 pm,USER,,alex.garcia@example.com,SUCCESS,1,alex.garcia@example.com,REVOKED,,
Quarterly Access Review - 355,Quarterly Access Review audit.,YEa7GUtdIUhEwjvM,07/22/2023 4:07 am,08/15/2023 4:11 am,24,-772.325243,RESOURCE,DRAFT,kiran.brown818@example.com,kb6iAOeY05Lkvxm9yOMK,My Super Secure App,API,USER,,ROLE_USER,APPROVED,07/29/2023 1:42 am,USER,,kiran.brown@mailinator.com,PENDING,,kiran.brown@example.com,APPROVED,,
Quarterly Access Review - 354,,jzojPBrre5GOzwPB,02/04/2023 2:01 am,03/05/2023 2:14 am,29,-935.406516,RESOURCE,ACTIVE,neha.patel887@example.com,OPOxX0AQxan9ifweRYMj,My Super Secure App,Application,GROUP,,,UNREVIEWED,,USER,,neha.patel@mailinator.com,FAILED,2,neha.patel@mailinator.com,APPROVED,,
Customer Portal Access - 104,,QUiKMxzaqQe7jfZA,11/13/2024 7:02 am,11/25/2024 7:44 am,12,-304.177523,RESOURCE,CANCELLED,sai.garcia188@testmail.com,oaPwRAiaeXBCWFzHcquJ,Finance360,Server,GROUP,,,UNREVIEWED,,GROUP,SecurityOps,,FAILED,,,,,
Quarterly Access Review - 257,,oMkWD50RkRITGVKW,08/24/2023 4:31 pm,09/04/2023 5:22 pm,11,-751.775856,RESOURCE,IN_PROGRESS,alex.johnson718@example.com,Qv9CHOJnQQLOdL0dfsIZ,Data Lake Portal,API,GROUP,Default Bundle,,REVOKED,08/28/2023 2:22 am,GROUP,SecurityOps,,PENDING,1,alex.johnson@mailinator.com,REVOKED,,
SOX Resource Review - 904,,rcbD0705eQJDVaQc,01/21/2024 2:32 pm,02/11/2024 2:38 pm,21,-591.889699,RESOURCE,CANCELLED,jordan.martinez794@example.com,ZuBOGZNYivhifUWxBQiv,Finance360,Database,USER,,,APPROVED,02/06/2024 11:07 pm,USER,,jordan.martinez@example.com,FAILED,,,,,
SOX Resource Review - 475,,jkwAmbqjYj708GWq,02/16/2023 8:18 pm,02/28/2023 8:49 pm,12,-939.632593,RESOURCE,CANCELLED,neha.smith917@example.com,heDlRKblEOs1GI8w5Gka,Finance360,Server,USER,,,REVOKED,02/23/2023 2:58 am,GROUP,ComplianceTeam,,PENDING,,,,,
SOX Resource Review - 102,SOX Resource Review audit.,Y6DV66k8nAsOyzdp,03/17/2024 12:11 am,03/24/2024 12:20 am,7,-550.486111,RESOURCE,DRAFT,kiran.johnson949@testmail.com,jPxhg0T6FOelRYQtZvLZ,Finance360,Database,USER,Default Bundle,ROLE_USER,UNREVIEWED,,USER,,kiran.johnson@mailinator.com,FAILED,,,,,
Customer Portal Access - 583,,VCtagJ7cPZ7e2MBD,06/09/2025 2:32 pm,06/27/2025 3:09 pm,18,-89.868530,RESOURCE,CANCELLED,sai.brown668@example.com,sGl90EIZeGVXmUpoWW5a,HRPro,Application,GROUP,Default Bundle,,REVOKED,06/23/2025 2:29 pm,GROUP,SecurityOps,,SUCCESS,1,sai.brown@testmail.com,APPROVED,,
Quarterly Access Review - 230,,hYg3B0BWGn6zw4eI,03/25/2025 12:33 pm,04/22/2025 12:43 pm,28,-155.969491,RESOURCE,IN_PROGRESS,jordan.johnson52@example.com,pUlM8PagU1jMYDiGuIKw,Data Lake Portal,Database,GROUP,,,APPROVED,03/29/2025 5:00 pm,GROUP,SecurityOps,,PENDING,2,,,,
SOX Resource Review - 447,,eaAYIPYQXHzhrz0L,04/02/2023 8:31 am,04/18/2023 8:38 am,16,-891.140127,RESOURCE,DRAFT,kiran.smith84@testmail.com,g3C0nI8U60GUs4zWTUYv,My Super Secure App,Database,GROUP,Default Bundle,,UNREVIEWED,,USER,,kiran.smith@mailinator.com,FAILED,2,kiran.smith@testmail.com,REVOKED,kiran.smith@example.com,REVOKED
SOX Resource Review - 302,SOX Resource Review audit.,Ev6htW1wjA9M5YEu,05/12/2025 2:11 pm,06/03/2025 2:42 pm,22,-113.887049,RESOURCE,COMPLETED,sai.johnson513@mailinator.com,bCnS4EK5PA7JYgcpkWF1,My Super Secure App,API,GROUP,,ROLE_USER,APPROVED,05/17/2025 8:06 pm,GROUP,SecurityOps,,FAILED,,,,,
Customer Portal Access - 611,,cVmiYHanBHG56rCr,02/20/2025 8:50 pm,03/17/2025 9:42 pm,25,-191.595752,RESOURCE,IN_PROGRESS,jordan.garcia393@mailinator.com,kd3D4dmNM0jDP629MCqM,My Super Secure App,API,USER,,,UNREVIEWED,,USER,,jordan.garcia@testmail.com,PENDING,1,,,jordan.garcia@mailinator.com,APPROVED
Quarterly Access Review - 599,Quarterly Access Review audit.,EoGTwXaEPy5EFLDh,01/19/2024 1:33 pm,02/02/2024 2:20 pm,14,-600.902164,RESOURCE,ACTIVE,sai.smith544@example.com,c41vs7nP6ZQOLhwHRH5e,My Super Secure App,Server,USER,Default Bundle,,APPROVED,01/25/2024 9:51 pm,USER,,sai.smith@mailinator.com,SUCCESS,,sai.smith@testmail.com,REVOKED,,
Customer Portal Access - 697,,8fC9HB7eDaoyJMTR,10/10/2024 6:56 pm,10/25/2024 6:56 pm,15,-334.710486,RESOURCE,COMPLETED,alex.brown217@testmail.com,l3TpoJNRaq3gQw01fC8D,Finance360,Application,USER,,,REVOKED,10/21/2024 10:06 am,USER,,alex.brown@testmail.com,PENDING,,alex.brown@mailinator.com,APPROVED,,
Quarterly Access Review - 247,,LS3Y9dhP9GeonMuM,04/16/2023 4:52 pm,05/12/2023 4:56 pm,26,-866.794248,RESOURCE,DRAFT,kiran.johnson827@example.com,bj3sj2Z3DgrQg8aQfLZK,Finance360,Application,GROUP,,ROLE_USER,REVOKED,04/18/2023 4:34 pm,GROUP,ComplianceTeam,,FAILED,1,kiran.johnson@mailinator.com,REVOKED,,
Quarterly Access Review - 324,,bbIQnH6XrZYZKfIF,12/18/2024 5:07 pm,01/11/2025 5:53 pm,24,-256.754757,RESOURCE,IN_PROGRESS,jordan.patel1@mailinator.com,ZjnK8ZyiqBkLA6y9hkP4,Finance360,Server,USER,,,APPROVED,12/26/2024 6:05 pm,USER,,jordan.patel@example.com,FAILED,1,,,,
PCI Resource Review - 394,,lL8dWxA21gf93INk,10/07/2024 5:00 am,10/29/2024 5:42 am,22,-331.262384,RESOURCE,DRAFT,taylor.brown484@example.com,a1k2EM3cE6t72FO5jzvh,Finance360,Database,GROUP,,,UNREVIEWED,,USER,,taylor.brown@testmail.com,PENDING,1,taylor.brown@example.com,REVOKED,taylor.brown@testmail.com,REVOKED
Quarterly Access Review - 871,,MlsvMgxhjriWrcyH,06/13/2023 1:19 am,07/05/2023 1:23 am,22,-813.442188,RESOURCE,IN_PROGRESS,jordan.brown669@mailinator.com,WQl9A8i9eXIpDovUaOyg,Data Lake Portal,Database,USER,Default Bundle,,REVOKED,06/21/2023 10:42 pm,USER,,jordan.brown@testmail.com,PENDING,,,,,
SOX Resource Review - 396,SOX Resource Review audit.,L0wFOgmfoR9AR4O9,07/28/2023 2:49 am,08/04/2023 3:19 am,7,-783.361157,RESOURCE,COMPLETED,taylor.martinez584@testmail.com,20IGm12o5Y8rtYnImeEn,HRPro,API,USER,Default Bundle,ROLE_USER,UNREVIEWED,,GROUP,SecurityOps,,FAILED,2,,,,
PCI Resource Review - 240,,vPgTR3R5ivceEr4Z,01/20/2023 8:14 am,02/17/2023 8:38 am,28,-951.139792,RESOURCE,COMPLETED,sai.patel748@testmail.com,JSVsCyKfrPNgszT6pXNR,My Super Secure App,Server,USER,,,REVOKED,01/26/2023 11:56 am,GROUP,AccessReviewers,,PENDING,1,sai.patel@example.com,REVOKED,,
Customer Portal Access - 556,,i5arWdwE4390r40H,09/12/2023 7:14 am,09/24/2023 7:54 am,12,-732.170231,RESOURCE,DRAFT,sai.patel510@testmail.com,UTo6AgGFHXOVjXNw2Zjw,Finance360,Application,GROUP,,,APPROVED,09/12/2023 3:09 pm,GROUP,AccessReviewers,,FAILED,2,sai.patel@mailinator.com,REVOKED,,
Customer Portal Access - 516,Customer Portal Access audit.,hUAcdNxHoOEB7MHL,10/28/2023 5:42 am,11/24/2023 6:32 am,27,-671.227407,RESOURCE,CANCELLED,neha.brown646@example.com,hZWGYAVaWei85oAFwk3q,My Super Secure App,Server,GROUP,,,APPROVED,11/10/2023 11:15 pm,USER,,neha.brown@example.com,PENDING,1,neha.brown@mailinator.com,APPROVED,,
SOX Resource Review - 709,,ATz5ytF7yXLvmtju,12/12/2024 12:01 am,01/07/2025 12:57 am,26,-261.459769,RESOURCE,ACTIVE,jordan.martinez461@mailinator.com,8xtAHzveCWfLwDWWkmkQ,My Super Secure App,Database,USER,Default Bundle,ROLE_USER,APPROVED,01/01/2025 11:43 pm,USER,,jordan.martinez@example.com,FAILED,,,,jordan.martinez@example.com,REVOKED
SOX Resource Review - 621,SOX Resource Review audit.,USBQBb0n0BCadpIP,12/17/2024 12:24 am,01/01/2025 1:07 am,15,-267.453218,RESOURCE,COMPLETED,taylor.smith449@mailinator.com,qXV5Wd721COZwC5lre4K,My Super Secure App,Server,GROUP,Default Bundle,,REVOKED,12/23/2024 11:31 am,GROUP,ComplianceTeam,,SUCCESS,2,taylor.smith@mailinator.com,REVOKED,,
PCI Resource Review - 585,,fNvl3Rry6iIWKEGk,05/01/2023 3:11 am,05/20/2023 3:48 am,19,-859.341551,RESOURCE,IN_PROGRESS,alex.patel634@mailinator.com,88dfhLVcSmCpTmuEcAty,Finance360,API,GROUP,Default Bundle,,REVOKED,05/09/2023 12:26 am,GROUP,SecurityOps,,PENDING,,alex.patel@testmail.com,REVOKED,alex.patel@mailinator.com,APPROVED
Customer Portal Access - 335,Customer Portal Access audit.,k8qEyJskDnF1G3U4,02/26/2025 4:53 pm,03/05/2025 5:24 pm,7,-203.774954,RESOURCE,COMPLETED,jordan.johnson403@example.com,BGiFaN6QOmFuZid6fTOH,Finance360,Application,GROUP,,ROLE_USER,REVOKED,03/03/2025 12:29 pm,GROUP,SecurityOps,,PENDING,2,jordan.johnson@mailinator.com,APPROVED,,
Quarterly Access Review - 382,Quarterly Access Review audit.,rQjQZMsLKL3Z4LaQ,08/04/2025 7:56 pm,08/25/2025 8:15 pm,21,-30.656157,RESOURCE,COMPLETED,jordan.garcia69@example.com,Ir5LxPMXjHiztvsNOvGD,Data Lake Portal,Server,USER,,,REVOKED,08/08/2025 5:20 pm,USER,,jordan.garcia@mailinator.com,PENDING,2,,,jordan.garcia@testmail.com,REVOKED
Quarterly Access Review - 287,,SB4Vw7O1zMqBKOvv,09/08/2023 8:46 pm,09/15/2023 9:35 pm,7,-740.600012,RESOURCE,IN_PROGRESS,jordan.brown21@mailinator.com,fSOJKGEw0VCAlALzHuZe,My Super Secure App,Application,USER,,,APPROVED,09/15/2023 3:38 pm,GROUP,SecurityOps,,FAILED,1,jordan.brown@example.com,APPROVED,jordan.brown@testmail.com,APPROVED
SOX Resource Review - 71,,bLUad5SJHfPVuLvm,05/01/2023 3:50 pm,05/15/2023 4:23 pm,14,-863.817245,RESOURCE,DRAFT,alex.brown138@example.com,j9DlcC1DFGotb1jDjVuY,Finance360,Database,GROUP,Default Bundle,ROLE_USER,REVOKED,05/03/2023 11:48 pm,GROUP,SecurityOps,,FAILED,2,alex.brown@mailinator.com,APPROVED,alex.brown@testmail.com,REVOKED
SOX Resource Review - 721,,eUd0qsgMBRWF2p26,05/20/2024 10:52 am,06/15/2024 11:18 am,26,-467.028611,RESOURCE,ACTIVE,taylor.garcia106@example.com,rWODaWpTuIqyCKwARzYF,HRPro,Application,GROUP,,ROLE_USER,UNREVIEWED,,GROUP,AccessReviewers,,FAILED,2,taylor.garcia@testmail.com,REVOKED,taylor.garcia@example.com,APPROVED
Customer Portal Access - 888,,r8gMHH5itQvrBg2n,11/16/2024 7:08 pm,12/07/2024 7:35 pm,21,-291.683623,RESOURCE,ACTIVE,jordan.martinez647@mailinator.com,t0dQvzvjMfEmZfTV1UsV,Data Lake Portal,Database,USER,,,REVOKED,11/22/2024 4:33 pm,USER,,jordan.martinez@mailinator.com,PENDING,,,,,
PCI Resource Review - 823,,Es2Sbq5AICrR8MPT,12/06/2024 7:45 pm,12/13/2024 7:54 pm,7,-285.670718,RESOURCE,IN_PROGRESS,kiran.brown848@testmail.com,vIr8CMleS6ZGakqjY6mS,Finance360,Server,GROUP,Default Bundle,,APPROVED,12/12/2024 4:43 pm,GROUP,ComplianceTeam,,FAILED,1,kiran.brown@mailinator.com,APPROVED,,
SOX Resource Review - 358,,Qj1XqeyARvTokygz,09/26/2023 9:01 pm,10/08/2023 9:01 pm,12,-717.624005,RESOURCE,IN_PROGRESS,neha.martinez140@mailinator.com,2YZHukbtVHvntPsS30yv,My Super Secure App,Application,USER,,,REVOKED,10/01/2023 1:53 am,GROUP,ComplianceTeam,,FAILED,2,,,neha.martinez@mailinator.com,APPROVED
SOX Resource Review - 313,,HyYJMzAvC9m0n4Bg,02/03/2023 2:10 am,02/19/2023 2:14 am,16,-949.406817,RESOURCE,IN_PROGRESS,neha.smith38@mailinator.com,zAaBwRgvDHPpM09MR4dy,Data Lake Portal,Database,USER,,,REVOKED,02/14/2023 4:05 pm,USER,,neha.smith@example.com,SUCCESS,,,,neha.smith@testmail.com,REVOKED
PCI Resource Review - 238,,jPPYkjz486rdTEyQ,08/28/2024 4:15 pm,09/09/2024 5:05 pm,12,-380.788113,RESOURCE,COMPLETED,sai.johnson934@mailinator.com,wYUNjPR01YoX0AoDAmlA,My Super Secure App,Server,GROUP,,,APPROVED,09/04/2024 4:08 pm,GROUP,ComplianceTeam,,FAILED,1,sai.johnson@example.com,REVOKED,,
Quarterly Access Review - 941,,vK0Q85c1BNBICoZy,03/18/2023 11:07 am,04/17/2023 12:01 pm,30,-891.998762,RESOURCE,COMPLETED,jordan.garcia783@example.com,QIjr7liQz0H05HmJMGwW,Finance360,Database,USER,Default Bundle,,REVOKED,04/15/2023 8:59 pm,USER,,jordan.garcia@mailinator.com,FAILED,1,,,,
PCI Resource Review - 592,,bUZjYNWjvmBGas1a,11/13/2024 10:00 pm,11/29/2024 10:51 pm,16,-299.547697,RESOURCE,ACTIVE,alex.garcia324@testmail.com,xM2PRq4UiCZP7iMv3gSS,Data Lake Portal,Database,USER,,,APPROVED,11/28/2024 5:05 pm,GROUP,SecurityOps,,SUCCESS,2,,,,
Customer Portal Access - 586,,DHN4qkAg7YvNsBuw,05/31/2023 10:25 pm,06/12/2023 10:35 pm,12,-835.558495,RESOURCE,DRAFT,neha.garcia106@mailinator.com,57l1Z5jPR0HIRCusZLSK,HRPro,Database,GROUP,Default Bundle,ROLE_USER,UNREVIEWED,,USER,,neha.garcia@example.com,PENDING,,neha.garcia@testmail.com,APPROVED,,
Quarterly Access Review - 152,Quarterly Access Review audit.,M2ZvPEW3iU2jJBAt,05/24/2025 9:08 am,05/31/2025 9:28 am,7,-117.105382,RESOURCE,DRAFT,kiran.johnson78@testmail.com,dtsGgvxaBk6DS63J1pWD,Finance360,API,GROUP,,,UNREVIEWED,,USER,,kiran.johnson@testmail.com,SUCCESS,,kiran.johnson@mailinator.com,REVOKED,,
Quarterly Access Review - 820,,oqmVNOPut7Xq1Si0,11/27/2024 7:14 pm,12/06/2024 7:26 pm,9,-292.689826,RESOURCE,ACTIVE,jordan.johnson217@testmail.com,jGGn6LxOp1OuIGoQHf28,Data Lake Portal,Application,USER,Default Bundle,,APPROVED,11/29/2024 5:12 am,USER,,jordan.johnson@testmail.com,SUCCESS,2,,,,
Customer Portal Access - 158,Customer Portal Access audit.,zc0th58cPLSBMb8m,07/28/2024 3:56 am,08/16/2024 4:26 am,19,-405.314734,RESOURCE,CANCELLED,jordan.patel110@mailinator.com,hbTEDbc0q4xHnVwIznK1,Finance360,API,GROUP,,,UNREVIEWED,,GROUP,SecurityOps,,SUCCESS,1,jordan.patel@testmail.com,APPROVED,,
SOX Resource Review - 708,,a5N8A0JdwV1dbMfD,09/18/2024 8:27 am,10/02/2024 9:01 am,14,-358.124178,RESOURCE,COMPLETED,sai.patel166@example.com,3xDmbwOaGLX38lMpulSQ,My Super Secure App,Database,GROUP,Default Bundle,ROLE_USER,REVOKED,09/24/2024 5:59 pm,GROUP,ComplianceTeam,,PENDING,1,sai.patel@example.com,REVOKED,,
PCI Resource Review - 232,PCI Resource Review audit.,jzJJXIXfngTQUuxO,11/30/2023 11:38 pm,12/18/2023 12:14 am,17,-647.489606,RESOURCE,CANCELLED,kiran.brown787@mailinator.com,RVligfZbYUEKjrn0IxgN,Finance360,Server,USER,,ROLE_USER,UNREVIEWED,,USER,,kiran.brown@testmail.com,PENDING,2,,,kiran.brown@example.com,REVOKED
Quarterly Access Review - 953,Quarterly Access Review audit.,vkHSVWErLJ8pZHoA,07/28/2023 1:39 am,08/07/2023 1:42 am,10,-780.428646,RESOURCE,COMPLETED,jordan.brown175@example.com,n90MFkw0B3R3jPQ8y1zK,Data Lake Portal,Server,GROUP,,,APPROVED,08/03/2023 4:19 pm,GROUP,SecurityOps,,PENDING,2,jordan.brown@testmail.com,REVOKED,,
SOX Resource Review - 638,,EVzYhA6MV4FiLHg2,05/17/2024 12:26 am,06/16/2024 1:11 am,30,-466.450312,RESOURCE,CANCELLED,jordan.smith212@example.com,ydBuZbodyXyV8JPjnQMB,My Super Secure App,Database,GROUP,Default Bundle,,UNREVIEWED,,GROUP,ComplianceTeam,,FAILED,1,,,jordan.smith@example.com,APPROVED
SOX Resource Review - 972,,aU0c5HnpIL652Sdd,04/28/2023 11:38 pm,05/10/2023 12:10 am,11,-869.492905,RESOURCE,CANCELLED,alex.johnson709@testmail.com,9UyysrpoktnWtQOxL0eG,HRPro,Server,GROUP,,,APPROVED,04/29/2023 4:34 pm,USER,,alex.johnson@testmail.com,FAILED,1,alex.johnson@example.com,REVOKED,,
Quarterly Access Review - 429,,rz3icC75dwRLAxQY,08/03/2025 5:44 pm,08/29/2025 6:25 pm,26,-26.732419,RESOURCE,CANCELLED,taylor.patel904@example.com,YSXXiFjfYIgJ51G1Bk4Y,My Super Secure App,API,GROUP,,,REVOKED,08/25/2025 11:39 pm,GROUP,ComplianceTeam,,SUCCESS,2,,,taylor.patel@testmail.com,REVOKED
Quarterly Access Review - 311,Quarterly Access Review audit.,cVjrVNHsG1XsekKd,12/13/2024 12:45 am,01/06/2025 12:47 am,24,-262.466921,RESOURCE,CANCELLED,sai.martinez674@mailinator.com,Vfyy8Dujyul8Ek5GOnss,HRPro,Server,GROUP,Default Bundle,,REVOKED,12/16/2024 10:20 pm,GROUP,ComplianceTeam,,PENDING,,,,,
SOX Resource Review - 429,SOX Resource Review audit.,kyGtoiJWDCUnOFe3,12/22/2023 3:08 pm,01/16/2024 3:23 pm,25,-617.858657,RESOURCE,CANCELLED,sai.martinez405@mailinator.com,453MpEBvJVthAagWwrg9,HRPro,Application,GROUP,Default Bundle,,APPROVED,01/07/2024 4:47 am,GROUP,SecurityOps,,FAILED,2,sai.martinez@example.com,APPROVED,sai.martinez@example.com,REVOKED
Customer Portal Access - 243,,nrujs08j1Euny14O,05/20/2024 4:39 pm,06/14/2024 4:57 pm,25,-467.793565,RESOURCE,DRAFT,neha.johnson995@mailinator.com,2dMQSFOKk8M4zygP3I63,My Super Secure App,Server,USER,,,APPROVED,06/02/2024 10:19 am,USER,,neha.johnson@mailinator.com,SUCCESS,2,,,neha.johnson@testmail.com,APPROVED
Quarterly Access Review - 288,,8iLu2wwQv1fXTyfE,04/17/2025 7:54 am,05/02/2025 8:52 am,15,-146.130405,RESOURCE,IN_PROGRESS,neha.smith784@example.com,dTdOyFbwdeOMVZU4poUT,My Super Secure App,Server,USER,,,REVOKED,04/29/2025 3:11 am,GROUP,AccessReviewers,,SUCCESS,1,neha.smith@mailinator.com,APPROVED,neha.smith@example.com,APPROVED
Quarterly Access Review - 262,,dtjfVZ10ddQApC5S,01/30/2024 7:37 am,02/12/2024 8:19 am,13,-591.153275,RESOURCE,IN_PROGRESS,neha.martinez400@testmail.com,PRqaLNBPdrLxzJmcR9cZ,Data Lake Portal,API,USER,,,APPROVED,02/08/2024 11:30 am,USER,,neha.martinez@testmail.com,FAILED,1,neha.martinez@mailinator.com,APPROVED,,
Quarterly Access Review - 722,,Sj8U8VnYsicQoHTg,06/19/2023 3:22 pm,06/30/2023 3:38 pm,11,-817.848553,RESOURCE,CANCELLED,kiran.johnson42@mailinator.com,rtMgzmCZYhiK4uZenvrX,Finance360,API,USER,,,UNREVIEWED,,USER,,kiran.johnson@testmail.com,FAILED,,,,kiran.johnson@example.com,REVOKED
Customer Portal Access - 734,,lWuSQz1ao6OPsbY1,02/05/2023 5:43 am,02/22/2023 5:43 am,17,-946.261319,RESOURCE,CANCELLED,kiran.brown436@example.com,i5FmXiDlq79ApJ2oChH5,HRPro,API,USER,,ROLE_USER,UNREVIEWED,,GROUP,SecurityOps,,FAILED,2,kiran.brown@mailinator.com,APPROVED,,
Customer Portal Access - 91,Customer Portal Access audit.,IvMSoHYq6kVflhjy,01/05/2023 8:52 am,01/29/2023 9:30 am,24,-970.104120,RESOURCE,COMPLETED,jordan.martinez147@testmail.com,a6hRlZf01HrVL5EBnVdz,HRPro,API,USER,,,UNREVIEWED,,GROUP,SecurityOps,,FAILED,1,jordan.martinez@mailinator.com,APPROVED,,
SOX Resource Review - 496,,UCHVJkPD7lygVAMk,07/20/2025 6:23 am,08/15/2025 6:29 am,26,-41.229236,RESOURCE,ACTIVE,kiran.johnson706@testmail.com,IZlC9ydKZUgmWslDDpw8,Data Lake Portal,Server,USER,,,UNREVIEWED,,USER,,kiran.johnson@mailinator.com,SUCCESS,1,,,kiran.johnson@testmail.com,REVOKED
SOX Resource Review - 176,,sY2NSTXxCJxw76Vc,05/02/2025 7:50 pm,05/16/2025 8:45 pm,14,-131.634815,RESOURCE,CANCELLED,taylor.martinez544@testmail.com,iYOtZGWsBYPgwwr37sdE,My Super Secure App,Application,GROUP,Default Bundle,ROLE_USER,APPROVED,05/05/2025 5:34 pm,USER,,taylor.martinez@example.com,PENDING,,taylor.martinez@example.com,REVOKED,taylor.martinez@testmail.com,REVOKED
Quarterly Access Review - 489,Quarterly Access Review audit.,uyKWbtnsdhdhY3SG,07/02/2023 5:35 pm,07/21/2023 5:39 pm,19,-796.764120,RESOURCE,COMPLETED,sai.smith611@mailinator.com,SgVkf6RvMrkThsHV5o1U,HRPro,Database,GROUP,Default Bundle,,UNREVIEWED,,USER,,sai.smith@example.com,SUCCESS,1,sai.smith@testmail.com,REVOKED,,
Quarterly Access Review - 721,,6Lh988WJTDlzU1fH,03/18/2025 8:08 pm,03/26/2025 8:56 pm,8,-182.627731,RESOURCE,DRAFT,sai.garcia18@mailinator.com,Op8DM474JTh6plZUYogK,Finance360,Database,GROUP,Default Bundle,,REVOKED,03/20/2025 7:52 pm,GROUP,AccessReviewers,,SUCCESS,2,,,sai.garcia@example.com,APPROVED
Quarterly Access Review - 534,,9Ig3Zu8zCD0oq5yk,01/10/2023 10:43 am,01/29/2023 11:22 am,19,-970.026262,RESOURCE,DRAFT,kiran.brown333@testmail.com,SJgjuujI7Mnsygimudw6,Data Lake Portal,API,GROUP,,,UNREVIEWED,,USER,,kiran.brown@mailinator.com,PENDING,,kiran.brown@example.com,REVOKED,,
Quarterly Access Review - 443,,gUeYODuX2zI2pEcf,06/08/2025 4:05 pm,07/05/2025 4:15 pm,27,-81.822396,RESOURCE,COMPLETED,sai.martinez886@mailinator.com,Li1faWls4XJmCA3inuaH,Finance360,API,GROUP,Default Bundle,,APPROVED,06/17/2025 2:26 pm,GROUP,SecurityOps,,SUCCESS,2,sai.martinez@example.com,APPROVED,sai.martinez@example.com,REVOKED
Quarterly Access Review - 889,,oWYzxY0o8zWeFhQ5,06/22/2025 5:59 am,07/12/2025 6:41 am,20,-75.220880,RESOURCE,ACTIVE,jordan.patel85@testmail.com,Gy0QhQYfegSC6PBkO8rE,HRPro,Database,USER,,ROLE_USER,APPROVED,07/07/2025 9:24 am,USER,,jordan.patel@mailinator.com,PENDING,,,,,
Quarterly Access Review - 448,,ciT59bJ55c5SVdaF,11/12/2024 11:38 am,11/30/2024 11:43 am,18,-299.011262,RESOURCE,ACTIVE,alex.johnson801@testmail.com,zU5cLMbuo4ILlpJa1deS,Finance360,Database,GROUP,Default Bundle,,UNREVIEWED,,GROUP,SecurityOps,,PENDING,,alex.johnson@example.com,APPROVED,alex.johnson@testmail.com,REVOKED
Quarterly Access Review - 422,,UbLBnnVwGjQKbfve,02/09/2025 12:22 pm,03/06/2025 12:42 pm,25,-202.970289,RESOURCE,ACTIVE,neha.smith976@mailinator.com,Srjmo1QC2FmfkhPnnpgn,HRPro,Database,GROUP,,,APPROVED,02/21/2025 10:19 am,GROUP,ComplianceTeam,,PENDING,2,neha.smith@testmail.com,APPROVED,,
